Institution,AffiliationId,eigenvector,betweenness,degree,strength,Year
University of Notre Dame,107639228.0,8.394618524359443e-07,0.2856529209621993,6.0,0.060299033223181,2000
University of Oklahoma,8692664.0,8.293031122178935e-08,0.0,1.0,0.0079365079365079,2000
University of Pacific,119942576.0,3.932731547097333e-06,0.0,1.0,0.03125,2000
University of Pittsburgh,170201317.0,1.0893771132025042e-06,0.12800687285223367,6.0,0.08279070814599729,2000
University of Rhode Island,17626003.0,9.261784579032779e-08,0.0,1.0,0.0147058823529411,2000
University of San Diego,160856358.0,1.0940628471481628e-07,0.0,1.0,0.0153846153846153,2000
University of South Alabama,83809506.0,8.62543241366014e-06,0.0,2.0,0.1196428571428571,2000
University of South Carolina,155781252.0,1.7554339681759387e-07,0.033934707903780066,2.0,0.0346027846027845,2000
University of South Florida,2613432.0,2.174430358335005e-07,0.01718213058419244,2.0,0.051417270929466005,2000
University of Southern California,1174212.0,5.868915787238511e-08,0.0,1.0,0.0077519379844961,2000
University of Southern Mississippi,44854399.0,,,,,2000
University of Southwestern Louisiana,79516672.0,,,,,2000
University of St. Thomas - Minnesota,161515732.0,2.2801843146628685e-07,0.07882302405498282,3.0,0.0353444841086126,2000
University of St. Thomas Minnesota,161515732.0,2.2801843146628685e-07,0.07882302405498282,3.0,0.0353444841086126,2000
University of Tennessee Health Science Center,160606119.0,0.00017068189753661597,0.0,2.0,0.21605644546147978,2000
University of Tennessee System,2799495847.0,0.00017068189753661597,0.0,2.0,0.21605644546147978,2000
University of Tennessee at Knoxville,75027704.0,0.00017068189753661597,0.0,2.0,0.21605644546147978,2000
University of Tennessee at Memphis,160606119.0,0.00017068189753661597,0.0,2.0,0.21605644546147978,2000
University of Texas Health Science Center at Dallas,4210094379.0,,,,,2000
University of Texas Health Science Center at Houston,919571938.0,,,,,2000
University of Texas Health Science Center at San Antonio,165951966.0,,,,,2000
University of Texas Medical Branch at Galveston,55302922.0,,,,,2000
University of Texas Rio Grande Valley,2802326326.0,,,,,2000
University of Texas Southwestern Medical Center at Dallas,4210094379.0,,,,,2000
University of Texas System,16452829.0,,,,,2000
University of Texas at Arlington,189196454.0,,,,,2000
University of Texas at Austin,86519309.0,,,,,2000
University of Texas at Brownsville/Texas Southmost College,2802326326.0,,,,,2000
University of Texas at Dallas,162577319.0,,,,,2000
University of Texas at EI Paso,164936912.0,,,,,2000
University of Texas at El Paso,164936912.0,,,,,2000
University of Texas at San Antonio,45438204.0,,,,,2000
University of Texas at Tyler,221716585.0,,,,,2000
University of Toledo,90871651.0,8.955849730229262e-08,0.023625429553264604,3.0,0.019191919191919,2000
University of Tulsa,87208437.0,0.0015198364310972125,0.0,1.0,0.0123456790123456,2000
University of Vermont,111236770.0,,,,,2000
University of Virginia,51556381.0,5.36150530712282e-08,0.0,1.0,0.0075757575757575,2000
University of Washington,201448701.0,,,,,2000
University of Wisconsin Madison,135310074.0,,,,,2000
University of Wisconsin Milwaukee,43579087.0,,,,,2000
University of Wisconsin System,1304256225.0,,,,,2000
University of Wisconsin–Madison,135310074.0,,,,,2000
University of Wisconsin–Milwaukee,43579087.0,,,,,2000
University of Wyoming,12834331.0,,,,,2000
University of the Pacific,119942576.0,3.932731547097333e-06,0.0,1.0,0.03125,2000
Vanderbilt University,200719446.0,,,,,2000
Villanova University,7863295.0,8.75466676510252e-08,0.0,1.0,0.0140845070422535,2000
Virginia Commonwealth University,184840846.0,,,,,2000
Virginia Polytechnic Institute and State University,859038795.0,,,,,2000
Virginia Tech,859038795.0,,,,,2000
Wake Forest University,47251452.0,8.6443709020818e-08,0.0,1.0,0.0113636363636363,2000
Washington State University,72951846.0,,,,,2000
Washington University,204465549.0,1.4715132350347204e-07,0.0,2.0,0.0224648594377509,2000
Washington University in St. Louis,204465549.0,1.4715132350347204e-07,0.0,2.0,0.0224648594377509,2000
West Chester University,161171246.0,1.264184132389731e-07,0.0,1.0,0.0133333333333333,2000
West Chester University of Pennsylvania,161171246.0,1.264184132389731e-07,0.0,1.0,0.0133333333333333,2000
West Virginia University,12097938.0,0.7004985245359023,0.0,4.0,0.5074052609549565,2000
Western Michigan University,141649380.0,,,,,2000
Widener University,138659443.0,1.4533691578360914e-07,0.0,1.0,0.024390243902439,2000
William & Mary,16285277.0,,,,,2000
William & Mary College,16285277.0,,,,,2000
William and Mary,16285277.0,,,,,2000
William and Mary College,16285277.0,,,,,2000
Worcester Polytechnic Institute,107077323.0,7.808651847849259e-08,0.0,1.0,0.0071428571428571,2000
Wright State University,19648265.0,8.955849730229262e-08,0.023625429553264604,3.0,0.019191919191919,2000
Yale University,32971472.0,3.8842367446328157e-07,0.009235395189003437,3.0,0.0581430745814306,2000
Yeshiva College,19772626.0,1.4674857626393243e-07,0.23969072164948454,4.0,0.0278658172358585,2000
Yeshiva University,19772626.0,1.4674857626393243e-07,0.23969072164948454,4.0,0.0278658172358585,2000
Adelphi University,71965598.0,,,,,2005
American University,181401687.0,,,,,2005
Andrews University,102298084.0,0.7066081369193078,0.0,1.0,0.0925925925925925,2005
Arizona State University,55732556.0,,,,,2005
Auburn University,82497590.0,2.3646949507212033e-11,0.0008605851979345954,3.0,0.059669522643818695,2005
Ball State University,198089087.0,,,,,2005
Baylor University,157394403.0,2.557002062210904e-14,0.0,1.0,0.0131578947368421,2005
Binghamton University,123946342.0,,,,,2005
"Binghamton University, SUNY",123946342.0,,,,,2005
Biola University,152479009.0,,,,,2005
Boston College,103531236.0,1.6328649826383906e-12,0.0,2.0,0.0336856941508103,2005
Boston University,111088046.0,,,,,2005
Bowling Green State University,157417397.0,1.1830432649660771e-64,0.00028686173264486515,2.0,0.0254408224347712,2005
Brandeis University,6902469.0,1.772954859249073e-13,0.0,1.0,0.0066666666666666,2005
Brooklyn Polytechnic University,57206974.0,2.152770873527443e-12,0.1563396442914515,9.0,0.0628391391813873,2005
Brown University,27804330.0,4.4118796865182814e-13,0.0,1.0,0.0108695652173913,2005
California State University East Bay,184813773.0,1.1308254866871501e-10,0.0,1.0,0.0784313725490196,2005
California State University Fresno,67328108.0,1.1308254866871501e-10,0.0,1.0,0.0784313725490196,2005
California State University Fullerton,142934699.0,1.1308254866871501e-10,0.0,1.0,0.0784313725490196,2005
California State University Hayward,184813773.0,1.1308254866871501e-10,0.0,1.0,0.0784313725490196,2005
California State University Long Beach,59897056.0,1.1308254866871501e-10,0.0,1.0,0.0784313725490196,2005
California State University San Bernardino,43369023.0,1.1308254866871501e-10,0.0,1.0,0.0784313725490196,2005
California State University System,127339247.0,1.1308254866871501e-10,0.0,1.0,0.0784313725490196,2005
"California State University, East Bay",184813773.0,1.1308254866871501e-10,0.0,1.0,0.0784313725490196,2005
"California State University, Fresno",67328108.0,1.1308254866871501e-10,0.0,1.0,0.0784313725490196,2005
"California State University, Fullerton",142934699.0,1.1308254866871501e-10,0.0,1.0,0.0784313725490196,2005
"California State University, Hayward",184813773.0,1.1308254866871501e-10,0.0,1.0,0.0784313725490196,2005
"California State University, Long Beach",59897056.0,1.1308254866871501e-10,0.0,1.0,0.0784313725490196,2005
"California State University, San Bernardino",43369023.0,1.1308254866871501e-10,0.0,1.0,0.0784313725490196,2005
Carnegie Mellon University,74973139.0,3.166731667618273e-13,0.12191623637406769,4.0,0.0499175585828161,2005
Case Western Reserve University,58956616.0,4.265226991821003e-65,0.0,1.0,0.0070921985815602,2005
Catholic University of America,84470341.0,4.423153087450283e-14,0.0,1.0,0.0126582278481012,2005
Central Michigan University,1629065.0,,,,,2005
Chapman University,185071736.0,3.86626826787808e-12,0.0,1.0,0.0131578947368421,2005
Clark Atlanta University,52064589.0,5.937869951024006e-58,0.0005737234652897303,2.0,0.0355596784168212,2005
Clark College,130785548.0,,,,,2005
Clark University,130785548.0,,,,,2005
Clarkson University,16944753.0,2.1658345869130051e-13,0.03384968445209409,2.0,0.0223667693712198,2005
Clemson University,8078737.0,,,,,2005
Cleveland State University,102607778.0,1.1830432649660771e-64,0.00028686173264486515,2.0,0.0254408224347712,2005
College of William and Mary,16285277.0,,,,,2005
Colorado School of Mines,167576493.0,,,,,2005
Columbia University,78577930.0,1.951933564692412e-13,0.0,2.0,0.0131584642687096,2005
Cornell University,205783295.0,7.790970948654892e-13,0.01835915088927137,3.0,0.034728100551494,2005
Dartmouth College,107672454.0,8.440628050341849e-13,0.01778542742398164,3.0,0.0529480373230373,2005
Drexel University,72816309.0,4.009983370838538e-14,0.01721170395869191,2.0,0.0291986359761295,2005
Duke University,170897317.0,2.3768961263137165e-58,0.0,1.0,0.0140845070422535,2005
Duquesne University,165102784.0,6.14688792792267e-14,0.04647160068846815,2.0,0.0248415155535898,2005
East Carolina University,186335123.0,6.586159975205607e-14,0.014343086632243257,2.0,0.0155172413793103,2005
East Tennessee State University,119443389.0,0.02655072201324674,0.0,1.0,0.0909090909090909,2005
Eastern Michigan University,138216421.0,,,,,2005
Emory University,150468666.0,4.5642693811659124e-58,0.0005737234652897303,2.0,0.0292360221937686,2005
Florida Agricultural and Mechanical University,8248082.0,,,,,2005
Florida Atlantic University,63772739.0,,,,,2005
Florida Institute of Technology,106959904.0,,,,,2005
Florida International University,19700959.0,,,,,2005
Fordham University,164389053.0,9.474086340228028e-13,0.053069420539300055,4.0,0.0372010660946893,2005
Fullerton University,142934699.0,1.1308254866871501e-10,0.0,1.0,0.0784313725490196,2005
George Mason University,162714631.0,3.946340398645476e-14,0.0,2.0,0.0436974789915965,2005
George Washington University,193531525.0,1.8048489131801096e-61,0.0,1.0,0.0232558139534883,2005
Georgetown University,184565670.0,4.4294839056787e-13,0.042742398164084906,5.0,0.060368813781578504,2005
Georgia Institute of Technology,130701444.0,4.4805557430647316e-58,0.0,1.0,0.0204081632653061,2005
Georgia Southern University,39815113.0,4.4805557430647316e-58,0.0,1.0,0.0204081632653061,2005
Georgia State University,181565077.0,4.4805557430647316e-58,0.0,1.0,0.0204081632653061,2005
Hartford University,162281398.0,,,,,2005
Harvard University,136199984.0,9.182014472231787e-14,0.007745266781411359,2.0,0.0206349206349206,2005
Hofstra University,139290212.0,2.355541656566273e-13,0.01721170395869191,3.0,0.0261522695220011,2005
Howard University,137853757.0,9.083931326307482e-14,0.0,1.0,0.0133333333333333,2005
Illinois Institute of Technology,180949307.0,2.4801082168330768e-12,0.025243832472748133,2.0,0.0171743119266055,2005
Illinois State University,47301684.0,,,,,2005
Indiana State University,86420138.0,1.0375497135711298e-58,0.0,1.0,0.0263157894736842,2005
Indiana University of Pennsylvania,200885203.0,,,,,2005
Jackson State University,61937129.0,,,,,2005
James Madison University,11883440.0,,,,,2005
Johns Hopkins University,145311948.0,5.863656395052371e-13,0.009753298909925415,2.0,0.0159340659340659,2005
Kennesaw State University,172980758.0,4.4805557430647316e-58,0.0,1.0,0.0204081632653061,2005
Kent State University,149910238.0,1.1830432649660771e-64,0.00028686173264486515,2.0,0.0254408224347712,2005
Lehigh University,186143895.0,3.1981171978894106e-14,0.01721170395869191,2.0,0.0284669211195928,2005
Loma Linda University,26347476.0,0.7066081369193078,0.0,1.0,0.0925925925925925,2005
Long Island University,138873065.0,3.063079805557313e-14,0.0,1.0,0.0105263157894736,2005
Louisiana Tech University,919208787.0,6.011080088879167e-62,0.0,1.0,0.0227272727272727,2005
Loyola Marymount University,35566140.0,6.984360828569885e-12,0.15088927137119906,8.0,0.0810470494323483,2005
Loyola University Chicago,1925986.0,1.3141329919351458e-12,0.04934021801491681,5.0,0.0518536816176449,2005
Marquette University,102461120.0,1.5730898979611081e-13,0.01721170395869191,2.0,0.022591857000992997,2005
Marshall University,88694374.0,6.011080088879167e-62,0.0,1.0,0.0227272727272727,2005
Massachusetts Institute of Technology,63966007.0,5.514980450399287e-13,0.06511761331038439,6.0,0.065604830160677,2005
Mercer University,150149174.0,,,,,2005
Miami University,83328450.0,1.1830432649660771e-64,0.00028686173264486515,2.0,0.0254408224347712,2005
Michigan State University,87216513.0,,,,,2005
Michigan Technological University,11957088.0,,,,,2005
Middle Tennessee State University,169615421.0,0.02655072201324674,0.0,1.0,0.0909090909090909,2005
Mississippi Institutions of Higher Learning,4210141039.0,,,,,2005
Mississippi State University,99041443.0,,,,,2005
Missouri University of Science and Technology,20382870.0,,,,,2005
Montclair State College,166088655.0,,,,,2005
Montclair State University,166088655.0,,,,,2005
Nevada System of Higher Education,68260882.0,,,,,2005
New Jersey Institute of Technology,118118575.0,4.989384400976796e-13,0.06024096385542168,2.0,0.019454887218045003,2005
New School,102179633.0,3.227377782818042e-12,0.0814687320711417,5.0,0.06089937512992281,2005
New School University,102179633.0,3.227377782818042e-12,0.0814687320711417,5.0,0.06089937512992281,2005
New York University,57206974.0,2.152770873527443e-12,0.1563396442914515,9.0,0.0628391391813873,2005
New York University Polytechnic,57206974.0,2.152770873527443e-12,0.1563396442914515,9.0,0.0628391391813873,2005
New York University-Polytechnic,57206974.0,2.152770873527443e-12,0.1563396442914515,9.0,0.0628391391813873,2005
North Carolina Agricultural and Technical State University,35777872.0,6.586159975205607e-14,0.014343086632243257,2.0,0.0155172413793103,2005
North Carolina State University,137902535.0,6.586159975205607e-14,0.014343086632243257,2.0,0.0155172413793103,2005
North Dakota State University,57328836.0,1.1034807446729692e-64,0.0,1.0,0.018348623853211,2005
North Dakota University,24571045.0,1.1034807446729692e-64,0.0,1.0,0.018348623853211,2005
North Dakota University System,4210127926.0,1.1034807446729692e-64,0.0,1.0,0.018348623853211,2005
Northern Arizona University,203172682.0,,,,,2005
Northern Illinois University,102502594.0,2.7045643659735836e-14,0.0,1.0,0.0158730158730158,2005
Nova Southeastern University,203088144.0,,,,,2005
Oakland University,177721651.0,,,,,2005
Ohio State University,52357470.0,1.1830432649660771e-64,0.00028686173264486515,2.0,0.0254408224347712,2005
Ohio University,4210106879.0,1.1830432649660771e-64,0.00028686173264486515,2.0,0.0254408224347712,2005
Oklahoma State University,115475287.0,,,,,2005
Old Dominion University,81365321.0,,,,,2005
Pace University,126863827.0,,,,,2005
Pennsylvania State System of Higher Education,29957033.0,,,,,2005
Pennsylvania State University,130769515.0,2.180880592968262e-14,0.034997131382673546,3.0,0.0272162919221742,2005
Pennsylvania State University (PSU),130769515.0,2.180880592968262e-14,0.034997131382673546,3.0,0.0272162919221742,2005
Polytechnic Institute Of New York University,57206974.0,2.152770873527443e-12,0.1563396442914515,9.0,0.0628391391813873,2005
Polytechnic University,57206974.0,2.152770873527443e-12,0.1563396442914515,9.0,0.0628391391813873,2005
Princeton University,20089843.0,3.0845073293719838e-12,0.1523235800344234,4.0,0.0464276633613017,2005
Purdue University,219193219.0,,,,,2005
Purdue University West Lafayette,219193219.0,,,,,2005
Rensselaer Polytechnic Institute,165799507.0,8.833908693072056e-14,0.014343086632243257,2.0,0.0350724637681159,2005
Rice University,74775410.0,,,,,2005
Rochester Institute of Technology,155173764.0,1.3792619096618925e-13,0.03012048192771084,3.0,0.0318399369926086,2005
Rowan University,44265643.0,,,,,2005
Rutgers State University of New Jersey,102322142.0,5.558524200385352e-13,0.04905335628227194,3.0,0.024795438281443198,2005
Rutgers State University of New Jersey New Brunswick,102322142.0,5.558524200385352e-13,0.04905335628227194,3.0,0.024795438281443198,2005
Rutgers State University of New Jersey Newark,102322142.0,5.558524200385352e-13,0.04905335628227194,3.0,0.024795438281443198,2005
"Rutgers, State University of New Jersey",102322142.0,5.558524200385352e-13,0.04905335628227194,3.0,0.024795438281443198,2005
"Rutgers, State University of New Jersey, New Brunswick",102322142.0,5.558524200385352e-13,0.04905335628227194,3.0,0.024795438281443198,2005
"Rutgers, State University of New Jersey, Newark",102322142.0,5.558524200385352e-13,0.04905335628227194,3.0,0.024795438281443198,2005
"Rutgers, The State University of New Jersey",102322142.0,5.558524200385352e-13,0.04905335628227194,3.0,0.024795438281443198,2005
"Rutgers, The State University of New Jersey, New Brunswick",102322142.0,5.558524200385352e-13,0.04905335628227194,3.0,0.024795438281443198,2005
"Rutgers, The State University of New Jersey, Newark",102322142.0,5.558524200385352e-13,0.04905335628227194,3.0,0.024795438281443198,2005
SUNY Binghamton,123946342.0,,,,,2005
SUNY Stony Brook,59553526.0,,,,,2005
Sam Houston State University,191429286.0,,,,,2005
San Diego State University,26538001.0,1.1308254866871501e-10,0.0,1.0,0.0784313725490196,2005
San Francisco State University,71838634.0,1.1308254866871501e-10,0.0,1.0,0.0784313725490196,2005
Seton Hall University,12524447.0,,,,,2005
Southern Illinois University,2801502357.0,,,,,2005
Southern Illinois University System,2801502357.0,,,,,2005
Southwest Texas State University,13511017.0,,,,,2005
St John's University,142823887.0,,,,,2005
St Johns University,142823887.0,,,,,2005
Stanford University,97018004.0,,,,,2005
State University System of Florida,2801649442.0,,,,,2005
State University of New York,1327163397.0,,,,,2005
State University of New York System,1327163397.0,,,,,2005
State University of New York at Albany,392282.0,,,,,2005
State University of New York at Binghamton,123946342.0,,,,,2005
State University of New York at Buffalo,63190737.0,,,,,2005
State University of New York at Stony Brook,59553526.0,,,,,2005
"State University of New York, Stony Brook",59553526.0,,,,,2005
Stony Brook University,59553526.0,,,,,2005
"Stony Brook University, State University of New York",59553526.0,,,,,2005
Syracuse University,70983195.0,,,,,2005
Tarleton State University,75063564.0,,,,,2005
Temple University,84392919.0,3.046022240342015e-14,0.01721170395869191,3.0,0.0431756756756756,2005
Tennessee State University,75256744.0,0.02655072201324674,0.0,1.0,0.0909090909090909,2005
Tennessee Technological University,63920570.0,0.02655072201324674,0.0,1.0,0.0909090909090909,2005
Texas A&M University,91045830.0,,,,,2005
Texas A&M University College Station,91045830.0,,,,,2005
Texas A&M University Commerce,206651237.0,,,,,2005
Texas A&M University Corpus Christi,96749437.0,,,,,2005
Texas A&M University Galveston,164185940.0,,,,,2005
Texas A&M University Kingsville,181414168.0,,,,,2005
Texas A&M University System,173268674.0,,,,,2005
Texas A&M University at Galveston,164185940.0,,,,,2005
Texas A&M University-College Station,91045830.0,,,,,2005
Texas A&M University-Commerce,206651237.0,,,,,2005
Texas A&M University-Corpus Christi,96749437.0,,,,,2005
Texas A&M University-Kingsville,181414168.0,,,,,2005
Texas Christian University,128956969.0,,,,,2005
Texas State University,13511017.0,,,,,2005
Texas State University San Marcos,13511017.0,,,,,2005
Texas State University System,2801273398.0,,,,,2005
Texas State University-San Marcos,13511017.0,,,,,2005
Texas Tech University,12315562.0,,,,,2005
Texas Tech University Health Sciences Center,926076166.0,,,,,2005
Texas Tech University System,4210088475.0,,,,,2005
Texas Woman's University,150913223.0,1.6602782155358372e-13,0.0,1.0,0.0151515151515151,2005
The Catholic University of America,84470341.0,4.423153087450283e-14,0.0,1.0,0.0126582278481012,2005
The George Washington University,193531525.0,1.8048489131801096e-61,0.0,1.0,0.0232558139534883,2005
The Ohio State University,52357470.0,1.1830432649660771e-64,0.00028686173264486515,2.0,0.0254408224347712,2005
The University of Texas Health Science Center at San Antonio,165951966.0,,,,,2005
Tufts University,121934306.0,3.285642893135384e-12,0.03413654618473895,3.0,0.0447196944163576,2005
Universitv of Alabama Tuscaloosa,17301866.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,2005
University System of Georgia,1289702989.0,4.4805557430647316e-58,0.0,1.0,0.0204081632653061,2005
University System of New Hampshire,2800453862.0,2.4826563060442725e-13,0.0,1.0,0.0238095238095238,2005
University System of Ohio,2802096936.0,1.1830432649660771e-64,0.00028686173264486515,2.0,0.0254408224347712,2005
University and Community College System of Nevada,68260882.0,,,,,2005
University at Albany,392282.0,,,,,2005
"University at Albany, SUNY",392282.0,,,,,2005
"University at Albany, State University of New York",392282.0,,,,,2005
University at Buffalo,63190737.0,,,,,2005
"University at Buffalo, SUNY",63190737.0,,,,,2005
"University at Buffalo, State University of New York",63190737.0,,,,,2005
University of Akron,110152177.0,1.1830432649660771e-64,0.00028686173264486515,2.0,0.0254408224347712,2005
University of Alabama,17301866.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,2005
University of Alabama - Tuscaloosa,17301866.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,2005
University of Alabama Birmingham,32389192.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,2005
University of Alabama Huntsville,82495205.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,2005
University of Alabama System,2800507078.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,2005
University of Alabama at Birmingham,32389192.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,2005
University of Alabama in Huntsville,82495205.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,2005
University of Alabama-Tuscaloosa,17301866.0,3.9821307241496656e-11,0.0,2.0,0.0899224806201549,2005
University of Alaska Fairbanks,141472210.0,,,,,2005
University of Alaska System,2802090665.0,,,,,2005
University of Arizona,138006243.0,,,,,2005
University of Arkansas,78715868.0,,,,,2005
University of Arkansas System,2799691083.0,,,,,2005
University of Arkansas at Fayetteville,78715868.0,,,,,2005
University of Arkansas at Little Rock,102401767.0,,,,,2005
University of Arkansas for Medical Sciences,79620101.0,,,,,2005
"University of Arkansas, Fayetteville",78715868.0,,,,,2005
University of California Berkeley,95457486.0,1.1671176704643244e-10,0.026678141135972458,3.0,0.10547815617475051,2005
University of California Davis,84218800.0,1.1671176704643244e-10,0.026678141135972458,3.0,0.10547815617475051,2005
University of California Irvine,204250578.0,1.1671176704643244e-10,0.026678141135972458,3.0,0.10547815617475051,2005
University of California Los Angeles,161318765.0,1.1671176704643244e-10,0.026678141135972458,3.0,0.10547815617475051,2005
University of California Merced,156087764.0,1.1671176704643244e-10,0.026678141135972458,3.0,0.10547815617475051,2005
University of California Riverside,103635307.0,1.1671176704643244e-10,0.026678141135972458,3.0,0.10547815617475051,2005
University of California San Diego,36258959.0,1.1671176704643244e-10,0.026678141135972458,3.0,0.10547815617475051,2005
University of California System,2803209242.0,1.1671176704643244e-10,0.026678141135972458,3.0,0.10547815617475051,2005
"University of California, Berkeley",95457486.0,1.1671176704643244e-10,0.026678141135972458,3.0,0.10547815617475051,2005
"University of California, Davis",84218800.0,1.1671176704643244e-10,0.026678141135972458,3.0,0.10547815617475051,2005
"University of California, Irvine",204250578.0,1.1671176704643244e-10,0.026678141135972458,3.0,0.10547815617475051,2005
"University of California, Los Angeles",161318765.0,1.1671176704643244e-10,0.026678141135972458,3.0,0.10547815617475051,2005
"University of California, Merced",156087764.0,1.1671176704643244e-10,0.026678141135972458,3.0,0.10547815617475051,2005
"University of California, Riverside",103635307.0,1.1671176704643244e-10,0.026678141135972458,3.0,0.10547815617475051,2005
"University of California, San Diego",36258959.0,1.1671176704643244e-10,0.026678141135972458,3.0,0.10547815617475051,2005
"University of California, San Francisco",180670191.0,1.1671176704643244e-10,0.026678141135972458,3.0,0.10547815617475051,2005
"University of California, Santa Barbara",154570441.0,1.1671176704643244e-10,0.026678141135972458,3.0,0.10547815617475051,2005
"University of California, Santa Cruz",185103710.0,1.1671176704643244e-10,0.026678141135972458,3.0,0.10547815617475051,2005
University of Central Florida,106165777.0,,,,,2005
University of Chicago,40347166.0,2.0737032715651282e-11,0.1686746987951807,6.0,0.06209191249779129,2005
University of Cincinnati,63135867.0,1.1830432649660771e-64,0.00028686173264486515,2.0,0.0254408224347712,2005
University of Colorado Boulder,188538660.0,,,,,2005
University of Colorado Colorado Springs,888729015.0,,,,,2005
University of Colorado Denver,921990950.0,,,,,2005
University of Colorado Health Sciences Center,921990950.0,,,,,2005
University of Colorado System,2802236040.0,,,,,2005
University of Colorado at Boulder,188538660.0,,,,,2005
University of Colorado at Colorado Springs,888729015.0,,,,,2005
University of Colorado at Denver,921990950.0,,,,,2005
University of Colorado at Denver Health Sciences Center,921990950.0,,,,,2005
University of Connecticut,140172145.0,3.076659651679954e-13,0.0,2.0,0.0237879767291531,2005
University of Dayton,127591826.0,,,,,2005
University of Delaware,86501945.0,,,,,2005
University of Florida,33213144.0,,,,,2005
University of Georgia,165733156.0,4.4805557430647316e-58,0.0,1.0,0.0204081632653061,2005
University of Hartford,162281398.0,,,,,2005
University of Hawaii Manoa,117965899.0,,,,,2005
University of Hawaii System,1331384533.0,,,,,2005
University of Hawaii at Manoa,117965899.0,,,,,2005
University of Houston,44461941.0,,,,,2005
University of Houston System,2801525821.0,,,,,2005
University of Illinois,2801919071.0,7.545868575408113e-14,0.0,1.0,0.0109890109890109,2005
University of Illinois Chicago,39422238.0,7.545868575408113e-14,0.0,1.0,0.0109890109890109,2005
University of Illinois System,2801919071.0,7.545868575408113e-14,0.0,1.0,0.0109890109890109,2005
University of Illinois Urbana-Champaign,157725225.0,7.545868575408113e-14,0.0,1.0,0.0109890109890109,2005
University of Illinois at Chicago,39422238.0,7.545868575408113e-14,0.0,1.0,0.0109890109890109,2005
University of Illinois at Urbana-Champaign,157725225.0,7.545868575408113e-14,0.0,1.0,0.0109890109890109,2005
University of Kentucky,143302722.0,,,,,2005
University of La Verne,708430.0,5.017217576477321e-15,0.0,1.0,0.0133333333333333,2005
University of Louisiana,79516672.0,6.011080088879167e-62,0.0,1.0,0.0227272727272727,2005
University of Louisiana Lafayette,79516672.0,6.011080088879167e-62,0.0,1.0,0.0227272727272727,2005
University of Louisiana System,2799628689.0,6.011080088879167e-62,0.0,1.0,0.0227272727272727,2005
University of Louisiana at Lafayette,79516672.0,6.011080088879167e-62,0.0,1.0,0.0227272727272727,2005
University of Louisville,142740786.0,,,,,2005
University of Maine,7947594.0,5.726719971647798e-14,0.002294893861158921,3.0,0.065856777493606,2005
University of Maine (Orono),7947594.0,5.726719971647798e-14,0.002294893861158921,3.0,0.065856777493606,2005
University of Maine Orono,7947594.0,5.726719971647798e-14,0.002294893861158921,3.0,0.065856777493606,2005
University of Maine System,2802397601.0,5.726719971647798e-14,0.002294893861158921,3.0,0.065856777493606,2005
University of Massachusetts Amherst,24603500.0,,,,,2005
University of Massachusetts Boston,33434090.0,,,,,2005
University of Massachusetts Chan Medical School,166722992.0,,,,,2005
University of Massachusetts Dartmouth,100633361.0,,,,,2005
University of Massachusetts Lowell,133738476.0,,,,,2005
University of Massachusetts System,2802841742.0,,,,,2005
University of Massachusetts Worcester,166722992.0,,,,,2005
University of Massachusetts at Amherst,24603500.0,,,,,2005
University of Massachusetts at Boston,33434090.0,,,,,2005
University of Massachusetts at Dartmouth,100633361.0,,,,,2005
University of Massachusetts at Lowell,133738476.0,,,,,2005
University of Massachusetts at Worcester,166722992.0,,,,,2005
University of Memphis,94658018.0,0.02655072201324674,0.0,1.0,0.0909090909090909,2005
University of Michigan,27837315.0,,,,,2005
University of Michigan Ann Arbor,27837315.0,,,,,2005
University of Michigan–Ann Arbor,27837315.0,,,,,2005
University of Mississippi,368840534.0,,,,,2005
University of Mississippi Ole Miss,368840534.0,,,,,2005
University of Missouri,76835614.0,,,,,2005
University of Missouri Kansas City,75421653.0,,,,,2005
University of Missouri St Louis,208333798.0,,,,,2005
University of Missouri System,4777552.0,,,,,2005
"University of Missouri, Columbia",76835614.0,,,,,2005
"University of Missouri, Rolla",20382870.0,,,,,2005
University of Missouri–Kansas City,75421653.0,,,,,2005
University of Missouri–St. Louis,208333798.0,,,,,2005
University of Nebraska Lincoln,114395901.0,,,,,2005
University of Nebraska Medical Center,59130452.0,,,,,2005
University of Nebraska Omaha,122266389.0,,,,,2005
University of Nebraska System,2802450327.0,,,,,2005
University of Nebraska at Lincoln,114395901.0,,,,,2005
University of Nebraska at Omaha,122266389.0,,,,,2005
University of Nebraska–Lincoln,114395901.0,,,,,2005
University of Nevada Las Vegas,133999245.0,,,,,2005
University of Nevada Reno,134113660.0,,,,,2005
"University of Nevada, Las Vegas",133999245.0,,,,,2005
"University of Nevada, Reno",134113660.0,,,,,2005
University of New Hampshire,161057412.0,2.4826563060442725e-13,0.0,1.0,0.0238095238095238,2005
University of New Hampshire Durham,161057412.0,2.4826563060442725e-13,0.0,1.0,0.0238095238095238,2005
